Transaction type ID, Name, Description
":math:`1`", ":ref:`Genesis transaction <02_decentralchain:Genesis Transaction>`", "Accrues :ref:`DecentralCoins <02_decentralchain:DecentralCoin>` to an account upon the initial distribution during the creation of the blockchain."
