"Mainnet", "Go to http://decentralscan.com/ and click the three lines, then switch to Mainnet."
"Testnet", "Go to http://decentralscan.com/ and click the three lines, then switch to Testnet."
"Stagenet", "Go to http://decentralscan.com/ and click the three lines, then switch to Stagenet."
