#, Name, Data type, Description
":math:`1`", "key", ":ref:`String <03_ride-language:String>`", "Entry key. The maximum size is :math:`400` bytes."
":math:`2`", "value", ":ref:`Boolean <03_ride-language:Boolean>`", "Entry value."
