#, Name, Data type, Description
":math:`1`", "assetId", ":ref:`ByteVector <03_ride-language:ByteVector>` | :ref:`Unit <03_ride-language:Unit>`", "ID of a :ref:`token <02_decentralchain:Token (Asset)>`."
":math:`2`", "amount", ":ref:`Int <03_ride-language:Int>`", "Payment amount."
