#, Name, Data type, Description
":math:`1`", "timestamp", ":ref:`Int <03_ride-language/02_data-types:Int>`", ":ref:`Block timestamp <02_decentralchain/04_block:Block Timestamp>`."
":math:`2`", "height", ":ref:`Int <03_ride-language/02_data-types:Int>`", ":ref:`Block height <02_decentralchain/04_block:Block Height>`."
":math:`3`", "baseTarget", ":ref:`Int <03_ride-language/02_data-types:Int>`", ":ref:`Base target <02_decentralchain/04_block:Base Target>`."
":math:`4`", "generationSignature", ":ref:`ByteVector <03_ride-language/02_data-types:ByteVector>`", ":ref:`Generation signature <02_decentralchain/04_block:Block Generation>`."
":math:`5`", "generator", ":ref:`Address <03_ride-language/05_structures:Address>`", ":ref:`address <02_decentralchain/01_account:Address>` of the :ref:`account <02_decentralchain/01_account:Account>` that created a block."
":math:`6`", "generatorPublicKey", ":ref:`ByteVector <03_ride-language/02_data-types:ByteVector>`", "Public key of the account that created a block."
":math:`7`", "vrf", ":ref:`ByteVector <03_ride-language/02_data-types:ByteVector>` | :ref:`Unit <03_ride-language/02_data-types:Unit>`", "VRF for block version 5, unit otherwise."
