Transaction type ID, Name, Description
":math:`1`", ":ref:`GenesisTransaction <03_ride-language/05_structures:GenesisTransaction>`", "Structure of :ref:`genesis transaction <02_decentralchain/03_transaction:Genesis Transaction>`."
