#, Name, Data type, Description
":math:`1`", "key", ":ref:`String <03_advanced:String>`", "Entry key. The maximum size is :math:`400` bytes."
":math:`2`", "value", ":ref:`Boolean <03_advanced:Boolean>`", "Entry value."
